num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S025020;10/07/2023;20:12:00;CALL. ALCALA, 189;189;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443166621;4475427410;N;NULL
2023S025024;10/07/2023;20:40:00;PASEO. EXTREMADURA / CALL. GUADARRAMA;65;10;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437895215;4473781076;N;NULL
2023S025048;10/07/2023;9:40:00;GTA. SINTRA / CALL. VIA DE DUBLIN;1;21;BARAJAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448044745;4480236658;N;NULL
2023S025102;11/07/2023;19:30:00;CALL. PARVILLAS ALTAS, 14;14;17;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439775244;4466290438;N;NULL
2023S025130;12/07/2023;9:00:00;CALL. BRAVO MURILLO, 376;376;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441306150;4479634123;N;NULL
2023S025142;11/07/2023;21:00:00;CALL. MATEO INURRIA / CALL. GENERAL LOPEZ POZAS;15;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441836957;4479777394;N;NULL
2023S025179;12/07/2023;20:00:00;CALL. LOPEZ DE HOYOS / PLAZA. PROSPERIDAD;110;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;442779383;4477225305;N;NULL
2023S025204;13/07/2023;1:45:00;CALL. ALFONSO XII / PASEO. INFANTA ISABEL;1;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441566744;4473246436;N;NULL
2023S025211;12/07/2023;14:35:00;PASEO. EXTREMADURA, 3;3;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438447370;4473954160;N;NULL
2023S025230;13/07/2023;11:53:00;CALL. CUART DE POBLET / CALL. ALHAMBRA;1;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;2;Ingreso inferior o igual a 24 horas;437348028;4472359447;N;NULL
2023S025233;13/07/2023;10:39:00;CALL. BUEN GOBERNADOR / CALL. ELFO;12;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;444484653;4476068197;N;NULL
2023S025248;13/07/2023;14:31:00;PLAZA. REPUBLICA DOMINICANA / CALL. COSTA RICA;4;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442619261;4478900657;N;NULL
2023S025285;13/07/2023;20:11:00;CALL. JOSE BERGAMIN, 52;52;14;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;446115808;4473616506;N;NULL
2023S025286;13/07/2023;20:30:00;CALL. ZORRILLA / CALL. CEDACEROS;1;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440751260;4474242025;N;NULL
2023S025301;13/07/2023;5:45:00;CALL. ATOCHA, 82;82;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;440864574;4473632914;N;NULL
2023S025312;13/07/2023;7:30:00;PASEO. ALAMEDA DE OSUNA, 2;2;21;BARAJAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448691996;4477997374;N;NULL
2023S025312;13/07/2023;7:30:00;PASEO. ALAMEDA DE OSUNA, 2;2;21;BARAJAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448691996;4477997374;N;NULL
2023S025347;14/07/2023;16:05:00;CALL. LUCHANA, 23;23;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;440629053;4475790006;N;NULL
2023S025383;14/07/2023;20:24:00;CALL. HERMANOS DE PABLO / CALL. ZIGIA;45;15;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;445175917;4476565059;N;NULL
2023S025383;14/07/2023;20:24:00;CALL. HERMANOS DE PABLO / CALL. ZIGIA;45;15;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;445175917;4476565059;S;NULL
2023S025425;15/07/2023;8:45:00;CALL. JUAN BRAVO, 50;50;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442646154;4475968561;S;NULL
2023S025439;15/07/2023;15:20:00;AVDA. CIUDAD DE BARCELONA / AVDA. PAZ;226;3;RETIRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;443215906;4472232766;N;NULL
2023S025485;15/07/2023;12:45:00;PASEO. EMBARCADERO / PASEO. AZUL;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;438197773;4474427703;N;NULL
2023S025487;16/07/2023;8:00:00;CALL. LA ACEBEDA / CALL. LA ACEBEDA;6;17;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439024330;4465763001;N;NULL
2023S025531;16/07/2023;23:30:00;PASEO. ERMITA DEL SANTO / PASEO. QUINCE DE MAYO;80;11;CARABANCHEL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;438405913;4472338942;N;NULL
2023S025548;14/07/2023;1:20:00;CALL. ALCALA, 244;244;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;2;Ingreso inferior o igual a 24 horas;444341941;4475914860;N;NULL
2023S025595;18/07/2023;1:00:00;CALL. DOCTOR ESQUERDO / CALL. ANGEL GANIVET;118;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443140002;4473296579;N;NULL
2023S025629;18/07/2023;15:20:00;CALL. MANUELA MALASAÑA / CALL. MONTELEON;1;1;CENTRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440196953;4475592078;N;NULL
2023S025689;19/07/2023;14:30:00;PLAZA. EMPERADOR CARLOS V / AVDA. CIUDAD DE BARCELONA;3;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;441280128;4473316450;N;NULL
2023S025732;19/07/2023;22:35:00;CALL. DIEGO DE LEON, 1;1;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;441804506;4476275779;N;NULL
2023S025751;20/07/2023;11:10:00;FUENCARRAL;+01170S;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439639914;4490015797;N;NULL
2023S025766;20/07/2023;15:50:00;CALL. DOCTOR VELASCO, 14;14;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;441519543;4473380855;N;NULL
2023S025827;21/07/2023;5:47:00;AVDA. MEDITERRANEO / A3;3;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;443452566;4473086799;S;NULL
2023S025877;21/07/2023;18:43:00;BULEV. JOSE PRAT / AVDA. DEMOCRACIA;1;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;447643545;4471866629;N;NULL
2023S025885;21/07/2023;18:10:00;LAGUNA DE MEAQUES;0;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;434992259;4473125527;N;NULL
2023S025885;21/07/2023;18:10:00;LAGUNA DE MEAQUES;0;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;434992259;4473125527;N;NULL
2023S025937;21/07/2023;8:15:00;AVDA. CERRO MILANO / AVDA. GRAN VIA DEL SURESTE;44;18;VILLA DE VALLECAS;Atropello a animal;Despejado;Bicicleta;Conductor;De 70 a 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;449310304;4467496888;N;NULL
2023S025952;22/07/2023;13:00:00;PASEO. FERNAN NUÑEZ, 22;22;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;442296557;4474200009;N;NULL
2023S025952;22/07/2023;13:00:00;PASEO. FERNAN NUÑEZ, 22;22;3;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 65 a 69 años;Mujer;3;Ingreso superior a 24 horas;442296557;4474200009;N;NULL
2023S026023;23/07/2023;10:00:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;27;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;441319795;4474965164;N;1
2023S026053;23/07/2023;6:20:00;GTA. PIRAMIDES, 7;7;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;439355385;4472475242;N;NULL
2023S026058;23/07/2023;0:40:00;CALL. DOCTOR ESQUERDO / AVDA. NAZARET;72;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;NULL;NULL;443179446;4473825504;N;NULL
2023S026107;24/07/2023;14:25:00;CALL. PRINCIPE DE VERGARA / CALL. GOYA;22;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442308487;4475170209;N;NULL
2023S026113;24/07/2023;14:45:00;CALL. CIDAMON, 9;9;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;444263964;4478011683;N;NULL
2023S026129;24/07/2023;20:10:00;CALL. PARRA / CALL. SANTO DOMINGO;41;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;1;Atención en urgencias sin posterior ingreso;437944375;4470976285;N;NULL
2023S026134;24/07/2023;21:40:00;CALL. ARROYO BUENO, 4;4;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440151147;4466790275;N;NULL
2023S026195;25/07/2023;19:40:00;AVDA. MANZANARES / CALL. SAN POMPEYO;74;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;438712959;4472489725;N;NULL
2023S026202;25/07/2023;22:59:00;CALL. FUENTE CARRANTONA / CALL. CIUDAD ENCANTADA;38A;14;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;446588046;4473503041;N;NULL
2023S026227;26/07/2023;9:50:00;PASEO. EMBARCADERO, 1;1;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438155509;4474515800;N;NULL
2023S026273;26/07/2023;21:35:00;CALL. CARAMUEL / CALL. VIA CARPETANA;6;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;438296904;4473927597;N;NULL
2023S026329;27/07/2023;20:15:00;PASEO. CASTELLANA / PLAZA. SAN JUAN DE LA CRUZ;61;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441310848;4476915146;N;NULL
2023S026332;27/07/2023;19:25:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA;67;6;TETUÁN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;3;Ingreso superior a 24 horas;441351409;4477507094;N;NULL
2023S026342;28/07/2023;3:10:00;CALL. GRAN VIA, 1;1;1;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;440821833;4474511769;N;NULL
2023S026445;29/07/2023;17:18:00;CALL. TOLEDO, 180;180;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;439410388;4472592726;N;NULL
2023S026480;29/07/2023;14:35:00;PASEO. CAMOENS Y VALERO, 4;4;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438470335;4475827585;N;NULL
2023S026501;30/07/2023;17:45:00;CALL. JUAN JOSE MARTINEZ SECO, 44;44;17;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;441505827;4467023997;N;NULL
2023S026516;31/07/2023;0:45:00;AVDA. ALBUFERA / CALL. LOPEZ GRASS;91;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;443853709;4471740396;N;NULL
2023S026518;30/07/2023;23:40:00;PLAZA. CIBELES / CALL. ALCALA;2;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441163140;4474539303;N;NULL
2023S026574;31/07/2023;16:20:00;PASEO FERNÁN NÚNEZ, 1;1;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;2;Ingreso inferior o igual a 24 horas;441692307;4473487653;N;NULL
2023S026578;31/07/2023;22:50:00;CALL. JOAQUIN TURINA, 40;40;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436013741;4469341439;S;NULL
2023S026580;01/08/2023;1:20:00;CALL. ALCALA, 29;29;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440773064;4474421421;N;NULL
2023S026645;02/08/2023;7:00:00;JUNTO A URGENCIAS MATERNIDAD HOSPITAL LA PAZ;13;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;NULL;NULL;441593288;4481364856;N;NULL
2023S026645;02/08/2023;7:00:00;JUNTO A URGENCIAS MATERNIDAD HOSPITAL LA PAZ;13;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;NULL;NULL;441593288;4481364856;N;NULL
2023S026682;02/08/2023;14:30:00;CALL. SANTA LEONOR, 61;61;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446645906;4476119831;N;NULL
2023S026685;02/08/2023;18:50:00;PARQUE MADRID RÍO;1;11;CARABANCHEL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439168831;4472367872;N;NULL
2023S026715;03/08/2023;8:30:00;PQUE. FUENTE CARRANTONA / CALL. PESCARA;0;14;MORATALAZ;Colisión frontal;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;446852157;4474057532;N;NULL
2023S026715;03/08/2023;8:30:00;PQUE. FUENTE CARRANTONA / CALL. PESCARA;0;14;MORATALAZ;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;446852157;4474057532;N;NULL
2023S026804;04/08/2023;9:45:00;AVDA. MANZANARES, 38;38;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438652341;4473056713;N;NULL
2023S026804;04/08/2023;9:45:00;AVDA. MANZANARES, 38;38;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;438652341;4473056713;N;NULL
2023S026804;04/08/2023;9:45:00;AVDA. MANZANARES, 38;38;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438652341;4473056713;N;NULL
2023S026828;04/08/2023;15:58:00;CALL. MARQUES DE URQUIJO, 40;40;9;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;438848588;4475646101;N;NULL
2023S026855;05/08/2023;1:10:00;PASEO INFANTA ISABEL,2;2;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441709680;4473085904;N;NULL
2023S026898;05/08/2023;23:10:00;CALL. ALCALA, 236;236;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;444249742;4475898997;N;NULL
2023S026934;06/08/2023;12:01:00;CALL. ANICETO MARINAS / PLAZA. ALMUÑECAR;96;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;438068446;4475516289;N;NULL
2023S026999;06/08/2023;21:30:00;PASEO. ERMITA DEL SANTO, 18;18;10;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;438730556;4473588750;N;NULL
2023S026999;06/08/2023;21:30:00;PASEO. ERMITA DEL SANTO, 18;18;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;438730556;4473588750;N;NULL
2023S026999;06/08/2023;21:30:00;PASEO. ERMITA DEL SANTO, 18;18;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;De 65 a 69 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438730556;4473588750;N;NULL
2023S027019;07/08/2023;20:30:00;CALL. SAN JUAN DE ORTEGA / CALL. GRAÑON;12;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442720218;4484141208;N;NULL
2023S027021;07/08/2023;15:45:00;PASEO. INFANTA ISABEL, 1;1;3;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441323225;4473370395;N;NULL
2023S027047;08/08/2023;10:40:00;JUNTO A PARTE DE LA TAPIA ENTRE TORRETA ACCESO ARAVACA Y PARALELA A M503;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;1;Atención en urgencias sin posterior ingreso;435066730;4477773243;N;NULL
2023S027105;09/08/2023;13:10:00;CALL. PRINCIPE DE VERGARA, 128;128;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;442458448;4477106646;N;NULL
2023S027141;10/08/2023;9:20:00;CALL. ALCALA, 53;53;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441268950;4474560130;N;NULL
2023S027157;10/08/2023;13:20:00;FAROLA 34 PARQUE;70;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;438269763;4470062752;N;NULL
2023S027177;10/08/2023;17:35:00;CALL. RICARDO ORTIZ, 84;84;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444217050;4475043193;N;NULL
2023S027184;10/08/2023;22:05:00;CALL. GENERAL RICARDOS / CALL. MANUEL LAMELA;182;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;437665662;4470928938;N;NULL
2023S027198;11/08/2023;6:50:00;AVDA. DEMOCRACIA, 13  CARRIL BICI;13;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;447032137;4470762702;N;NULL
2023S027226;11/08/2023;15:55:00;IDB. PARQUE CUÑA VERDE, 0;0;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;447728098;4473687768;N;NULL
2023S027248;11/08/2023;21:50:00;CALL. PORTUGALETE, 6;6;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;1;Atención en urgencias sin posterior ingreso;446075283;4475255322;N;NULL
2023S027293;12/08/2023;13:30:00;AVDA. GRAN VIA DE SAN FRANCISCO, 1;1;1;CENTRO;Colisión lateral;Se desconoce;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439609567;4473177780;N;NULL
2023S027380;14/08/2023;0:12:00;AVDA. ALBUFERA / CALL. SAN CLAUDIO;100;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445501203;4471053156;N;NULL
2023S027383;14/08/2023;1:55:00;PASEO. CASTELLANA, 86;86;5;CHAMARTÍN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441388616;4477144517;N;NULL
2023S027410;14/08/2023;20:25:00;CUSTA. VEGA / PASEO. CIUDAD DE PLASENCIA;3;1;CENTRO;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439206038;4474001637;N;NULL
2023S027418;14/08/2023;23:20:00;CALL. CEBREROS / CALL. HIGUERAS;1;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;436766594;4472932306;N;NULL
2023S027431;15/08/2023;11:10:00;CALL. CONVENIO / CALL. MARIA ENCINAS;41;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;442980835;4471318497;N;NULL
2023S027489;16/08/2023;23:00:00;PLAZA. CARLOS CAMBRONERO / CALL. SAN ROQUE;1;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;NULL;NULL;440255572;4474939552;N;NULL
2023S027520;17/08/2023;14:28:00;AVDA. COMPLUTENSE, 40;40;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;438190727;4478430208;N;NULL
2023S027524;17/08/2023;15:17:00;PLAZA. CEBADA / CALL. TOLEDO;1;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;439882054;4473647505;N;NULL
2023S027567;18/08/2023;14:45:00;CALL. SESEÑA, 79;79;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435051026;4472110138;N;NULL
2023S027581;18/08/2023;20:30:00;PSRL. CALLE DEL VADO, 0;0;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;NULL;NULL;441021398;4470792378;N;NULL
2023S027598;19/08/2023;2:40:00;PLAZA. PUERTA DEL ANGEL / AVDA. PORTUGAL;2;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;438072174;4474034668;N;NULL
2023S027613;19/08/2023;10:20:00;CALLE MAYOR 88;88;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439492505;4474076423;N;NULL
2023S027660;20/08/2023;12:10:00;CALL. VERSALLES, 123;123;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;447932995;4474267600;N;NULL
2023S027740;21/08/2023;23:45:00;CALL. SEGOVIA / RONDA. SEGOVIA;41;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;439202160;4473947468;N;NULL
